HITId WorkerId  src trg item  hit work-seconds  accept  submit  approval
3LN3BXKGC0VUJX7QVB96LWCQRL7WGY M1317 de en ad 279 4566.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 10:34:28 2022" Submitted
3L55D8AUFAXLRQML8QVBG2CR41FYCP M0938 de en ad 280 4702.0 "Mon Oct 03 07:17:49 2022" "Mon Oct 03 08:36:11 2022" Submitted
37VUR2VJ6APO1KBIW1O22F1HXG71CV M0413 de en ad 36 6434.0 "Mon Oct 03 07:37:20 2022" "Mon Oct 03 09:24:34 2022" Submitted
34R3P23QHS18JT21FHRO6WOR6LKWHX M0388 de en ad 281 6709.0 "Mon Oct 03 08:56:34 2022" "Mon Oct 03 10:48:23 2022" Submitted
3E24UO25QZQKHV9ISC9ASBMFU55O6C M1173 de en ad 282 498.0 "Mon Oct 03 07:18:14 2022" "Mon Oct 03 07:26:32 2022" Submitted
3S4TINXCC0NQN7QDO3QI3R8786GOBX M1144 de en ad 37 1111.0 "Mon Oct 03 07:23:58 2022" "Mon Oct 03 07:42:29 2022" Submitted
3VJ4PFXFJ37GH25IEB2V7MGQ8AKAU2 M1317 de en ad 283 4700.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 10:36:42 2022" Submitted
3QGTX7BCHP20XVNBP2AMG3FJIEY5ZG M0502 de en ad 284 1821.0 "Mon Oct 03 07:17:48 2022" "Mon Oct 03 07:48:09 2022" Submitted
3IV1AEQ4DRDTKY195EE34T1K16M8J0 M0897 de en ad 38 4000.0 "Mon Oct 03 07:18:02 2022" "Mon Oct 03 08:24:42 2022" Submitted
3AQN9REUTFGVWISZ8MQM08U9P1RYDP M0512 de en ad 286 2215.0 "Mon Oct 03 11:19:28 2022" "Mon Oct 03 11:56:23 2022" Submitted
3D17ECOUOEV0OKFZ38D19CXNR3U13X M0240 de en ad 287 2623.0 "Mon Oct 03 07:17:48 2022" "Mon Oct 03 08:01:31 2022" Submitted
3K8CQCU3KE10TPOCIFM1BGLNSXTWN6 M1033 de en ad 39 1033.0 "Mon Oct 03 09:50:59 2022" "Mon Oct 03 10:08:12 2022" Submitted
3D4BBDG7ZHWKBNPXJ52LQ8GEV0L3CP M1318 de en ad 289 722.0 "Mon Oct 03 11:55:07 2022" "Mon Oct 03 12:07:09 2022" Submitted
3AA88CN98P33AOY903C94LPZ9AOYK2 M0629 de en ad 40 1673.0 "Mon Oct 03 09:50:16 2022" "Mon Oct 03 10:18:09 2022" Submitted
38RHULDV9YF8FODLLZ9968P66YZWIQ M1201 de en ad 290 4074.0 "Mon Oct 03 07:17:48 2022" "Mon Oct 03 08:25:42 2022" Submitted
3V8JSVE8YYQ0OO6Z4H166QCUPDSYEI M0790 de en ad 291 817.0 "Mon Oct 03 07:46:32 2022" "Mon Oct 03 08:00:09 2022" Submitted
306996CF6WK5RFJCI1S7RVVZFV7B1Y M0812 de en ad 41 2603.0 "Mon Oct 03 09:18:32 2022" "Mon Oct 03 10:01:55 2022" Submitted
32TZXEA1OLKL6GY33MIKJHPT53Q14I M0116 de en ad 292 2663.0 "Mon Oct 03 07:17:46 2022" "Mon Oct 03 08:02:09 2022" Submitted
39XCQ6V3KY4Y9L30NXDBJ5MODA165Q M0686 de en ad 42 654.0 "Mon Oct 03 10:12:38 2022" "Mon Oct 03 10:23:32 2022" Submitted
3NI0WFPPI9GZEEHZQR7Z2AQXW2Q605 M1262 de en ad 293 3044.0 "Mon Oct 03 07:17:48 2022" "Mon Oct 03 08:08:32 2022" Submitted
3W0KKJIARR9OVI7RNZEF581XGVM8KZ M1387 de en ad 43 6508.0 "Mon Oct 03 09:24:29 2022" "Mon Oct 03 11:12:57 2022" Submitted
3FTID4TN8LYEUUGRL3OAJL2EYATYL5 M1381 de en ad 44 1504.0 "Mon Oct 03 12:09:22 2022" "Mon Oct 03 12:34:26 2022" Submitted
363A7XIFV4MGUHUIJ1C038I9MHTAVR M1007 de en ad 294 7107.0 "Mon Oct 03 07:17:47 2022" "Mon Oct 03 09:16:14 2022" Submitted
3LOJFQ4BOXF0CD3I47PVR0FYRMJDKA M1069 de en ad 296 447.0 "Mon Oct 03 07:46:43 2022" "Mon Oct 03 07:54:10 2022" Submitted
3WGCNLZJKF8Y6CHWWXJDMLJZIGJ1DV M1004 de en ad 45 7058.0 "Mon Oct 03 09:19:05 2022" "Mon Oct 03 11:16:43 2022" Submitted
3HYV4299H0WL9IFHRD3C7DOSWYQ8EF M0028 de en ad 297 2279.0 "Mon Oct 03 09:18:33 2022" "Mon Oct 03 09:56:32 2022" Submitted
32PT7WK7DMFUGFVBJ1XWAEYWG0X3DP M0693 de en ad 298 4918.0 "Mon Oct 03 10:15:22 2022" "Mon Oct 03 11:37:20 2022" Submitted
3M4KL7H8KVNZL32HMABZGF971UW618 M0130 de en ad 299 4485.0 "Mon Oct 03 07:25:02 2022" "Mon Oct 03 08:39:47 2022" Submitted
3P0I4CQYVY7IBAOOJUMEQ5LSI7YWOL M0039 de en ad 46 262.0 "Mon Oct 03 07:18:04 2022" "Mon Oct 03 07:22:26 2022" Submitted
3ZUE82NE0A1DFWFDMONIPV9S8Z58FX M0604 de en ad 300 2872.0 "Mon Oct 03 07:17:47 2022" "Mon Oct 03 08:05:39 2022" Submitted
3Q9SPIIRWJMT96UN9BHWPA1NTQVAW1 M0013 de en ad 301 5162.0 "Mon Oct 03 09:18:01 2022" "Mon Oct 03 10:44:03 2022" Submitted
3H6W48L9F4P0WA0PYUZTF5QISCUWP2 M0301 de en ad 48 961.0 "Mon Oct 03 07:37:21 2022" "Mon Oct 03 07:53:22 2022" Submitted
385MDVINFCF4AZXR3HU9I946JDOWJ2 M1333 de en ad 302 4319.0 "Mon Oct 03 07:17:47 2022" "Mon Oct 03 08:29:46 2022" Submitted
3ZTE0JGGCES9XCIJ23MDEBEPQRGOC4 M0176 de en ad 49 6643.0 "Mon Oct 03 07:25:03 2022" "Mon Oct 03 09:15:46 2022" Submitted
31GECDVA9JMUSP3ESGNGBB0O95C666 M1085 de en ad 50 496.0 "Mon Oct 03 07:18:25 2022" "Mon Oct 03 07:26:41 2022" Submitted
3VDI8GSXAFTJTWB8X8T07G949E58GW M1333 de en ad 303 6127.0 "Mon Oct 03 07:17:50 2022" "Mon Oct 03 08:59:57 2022" Submitted
3NKW03WTLM7LWM14Y7EIFAGSX8GWQT M0071 de en ad 51 2015.0 "Mon Oct 03 08:40:13 2022" "Mon Oct 03 09:13:48 2022" Submitted
3ULIZ0H1VA532Z23HR1UO9V75ZL15N M0363 de en ad 304 3551.0 "Mon Oct 03 07:17:49 2022" "Mon Oct 03 08:17:00 2022" Submitted
3MQY1YVHS3KCG01815SLWE5471LB2F M0532 de en ad 52 558.0 "Mon Oct 03 07:49:53 2022" "Mon Oct 03 07:59:11 2022" Submitted
3N7PQ0KLI5PZ8L9BFW8GGWGHGCY3EI M0943 de en ad 305 994.0 "Mon Oct 03 09:17:51 2022" "Mon Oct 03 09:34:25 2022" Submitted
31JUPBOORN4ZFOP98ZQGK8EC5VR8L2 M0123 de en ad 53 1250.0 "Mon Oct 03 09:18:54 2022" "Mon Oct 03 09:39:44 2022" Submitted
31KSVEGZ34SL8NG4BM3IK0QXTUIWRU M0309 de en ad 54 2074.0 "Mon Oct 03 09:12:21 2022" "Mon Oct 03 09:46:55 2022" Submitted
3D42WVSDH8VSU26VZSLCO8XU1E7YF0 M0506 de en ad 306 5256.0 "Mon Oct 03 07:28:53 2022" "Mon Oct 03 08:56:29 2022" Submitted
36FQTHX3Z3R11IXR556QFOAWDFLB3Q M0272 de en ad 55 461.0 "Mon Oct 03 07:18:20 2022" "Mon Oct 03 07:26:01 2022" Submitted
3WRAAIUSBJZ8Y6ZDJGDIRTFU2S1AXU M0808 de en ad 307 1280.0 "Mon Oct 03 09:23:58 2022" "Mon Oct 03 09:45:18 2022" Submitted
3KI0JD2ZU1IDWPHJBQS8HP0K4GW675 M0884 de en ad 56 2306.0 "Mon Oct 03 09:39:36 2022" "Mon Oct 03 10:18:02 2022" Submitted
3X4Q1O9UBHM3LVNNBME2YPMBPGPO7B M0609 de en ad 308 1266.0 "Mon Oct 03 07:46:43 2022" "Mon Oct 03 08:07:49 2022" Submitted
3E9VAUV7BWEXYBPNOCZKA7M34YVAY0 M1158 de en ad 309 752.0 "Mon Oct 03 07:59:53 2022" "Mon Oct 03 08:12:25 2022" Submitted
31GN6YMHLPSX92GHQB3NAAVTFW1WSI M0433 de en ad 57 1139.0 "Mon Oct 03 07:18:11 2022" "Mon Oct 03 07:37:10 2022" Submitted
3ZQX1VYFTD57L9S6LR68CPI600VO8Y M0553 de en ad 310 1330.0 "Mon Oct 03 09:44:56 2022" "Mon Oct 03 10:07:06 2022" Submitted
3OEWW2KGQJBJ24OX2ZHOYHW7BRSOD4 M0109 de en ad 58 989.0 "Mon Oct 03 09:47:41 2022" "Mon Oct 03 10:04:10 2022" Submitted
3M4KL7H8KVNZL32HMABZGF971UW163 M1072 de en ad 311 6607.0 "Mon Oct 03 08:35:46 2022" "Mon Oct 03 10:25:53 2022" Submitted
3566S7OX5DJIP3GM5KGRMT93W5G172 M0071 de en ad 312 630.0 "Mon Oct 03 08:20:40 2022" "Mon Oct 03 08:31:10 2022" Submitted
3V7ICJJAZAGMJEGV5JB9PT22RFHB4B M1342 de en ad 59 359.0 "Mon Oct 03 07:50:04 2022" "Mon Oct 03 07:56:03 2022" Submitted
37SDSEDIN92MPHL5FP8X0T5Y7PM18P M1288 de en ad 313 1374.0 "Mon Oct 03 07:43:46 2022" "Mon Oct 03 08:06:40 2022" Submitted
3O4VWC1GEW67J1V3TXJ7DCT9LKU3J3 M1317 de en ad 60 5889.0 "Mon Oct 03 09:19:05 2022" "Mon Oct 03 10:57:14 2022" Submitted
3Q7TKIAPOTABWJL0P71W60SDGMODLD M1298 de en ad 314 4138.0 "Mon Oct 03 13:32:21 2022" "Mon Oct 03 14:41:19 2022" Submitted
38O9DZ0A62N6AOKD5EBDLYJCT0A62P M0902 de en ad 315 3243.0 "Mon Oct 03 09:18:11 2022" "Mon Oct 03 10:12:14 2022" Submitted
329E6HTMSW22UL1LBIJJERTM09U3K2 M0686 de en ad 61 913.0 "Mon Oct 03 10:13:08 2022" "Mon Oct 03 10:28:21 2022" Submitted
3SD15I2WD2UVV6GW9EPI48O4ZEA630 M0944 de en ad 316 7045.0 "Mon Oct 03 10:04:22 2022" "Mon Oct 03 12:01:47 2022" Submitted
37SOB9Z0SSXDERJ3WIVKTR61P9Z3L5 M0332 de en ad 62 1342.0 "Mon Oct 03 10:40:25 2022" "Mon Oct 03 11:02:47 2022" Submitted
3M47JKRKCX1HW3M2LVKEVPWFF0268S M0686 de en ad 63 711.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 09:30:13 2022" Submitted
39HYCOOPKOLV213LPJ2B6D72GREDMF M0470 de en ad 317 1122.0 "Mon Oct 03 09:18:01 2022" "Mon Oct 03 09:36:43 2022" Submitted
39WSF6KUV2LOUA2XYUS84ZESB3TOEX M0943 de en ad 64 1929.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 09:50:31 2022" Submitted
3MA5N0ATTCBZLJ39L2ULJO4JY2OWK1 M0830 de en ad 318 1529.0 "Mon Oct 03 09:17:51 2022" "Mon Oct 03 09:43:20 2022" Submitted
3HKIF5DF6YXJ71UI20ZE7C4FTKNG9T M0080 de en ad 65 2130.0 "Mon Oct 03 09:18:33 2022" "Mon Oct 03 09:54:03 2022" Submitted
3Y3N5A7N4G9Y0CYCLFPPJYH3YFJYM7 M1343 de en ad 66 2359.0 "Mon Oct 03 07:18:32 2022" "Mon Oct 03 07:57:51 2022" Submitted
3RSBJ6YZECQG0O2TT5CEMHZSN48OFF M1267 de en ad 68 1765.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 09:47:47 2022" Submitted
3NZ1E5QA6Z14FXKVJOUJUL8GRBCB5G M1169 de en ad 69 2406.0 "Mon Oct 03 07:46:43 2022" "Mon Oct 03 08:26:49 2022" Submitted
3MYASTQBG7BMNG1DHC9SNMR7QSBDQ2 M0254 de en ad 70 2099.0 "Mon Oct 03 07:18:04 2022" "Mon Oct 03 07:53:03 2022" Submitted
30Y6N4AHYPWMZHGDURYSSC1CMEDDR3 M0933 de en ad 71 2115.0 "Mon Oct 03 07:18:12 2022" "Mon Oct 03 07:53:27 2022" Submitted
38B7Q9C28G5HA85CQNQSVLRQZ6K69H M0023 de en ad 72 2081.0 "Mon Oct 03 07:18:10 2022" "Mon Oct 03 07:52:51 2022" Submitted
3OKP4QVBP2XXCK4NU6DE37FZZ25GA8 M0231 de en ad 73 3565.0 "Mon Oct 03 09:04:38 2022" "Mon Oct 03 10:04:03 2022" Submitted
3HY86PZXPYI3YIVWSSUXS31KISK1EO M0018 de en ad 74 1467.0 "Mon Oct 03 07:28:01 2022" "Mon Oct 03 07:52:28 2022" Submitted
30U1YOGZGAWY0WGQ9GYXIM688GWDSR M1229 de en ad 75 4412.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 10:31:54 2022" Submitted
3FI30CQHVKJ0Y1K9O74OMRMGN6NB6W M0788 de en ad 76 4506.0 "Mon Oct 03 07:18:19 2022" "Mon Oct 03 08:33:25 2022" Submitted
3WPCIUYH1A8ZFWT5YG3NSR2UAZADTG M1229 de en ad 77 2370.0 "Mon Oct 03 07:23:24 2022" "Mon Oct 03 08:02:54 2022" Submitted
3OREP8RUT2B2VU9F0KDAYIZ5HKQGB3 M0568 de en ad 78 7094.0 "Mon Oct 03 08:42:28 2022" "Mon Oct 03 10:40:42 2022" Submitted
3FBEFUUYRK5VFRFHIT4SRG2A5O26AW M1019 de en ad 80 3312.0 "Mon Oct 03 08:55:52 2022" "Mon Oct 03 09:51:04 2022" Submitted
3KTZHH2ONIFJL67U8BRVKLT150H8M4 M0943 de en ad 81 5155.0 "Mon Oct 03 09:19:05 2022" "Mon Oct 03 10:45:00 2022" Submitted
3FI30CQHVKJ0Y1K9O74OMRMGN6N6BR M0231 de en ad 82 4678.0 "Mon Oct 03 07:18:16 2022" "Mon Oct 03 08:36:14 2022" Submitted
3UYRNV2KITZP3OSUKC6VX0I1AQR8N4 M0413 de en ad 84 5922.0 "Mon Oct 03 07:32:10 2022" "Mon Oct 03 09:10:52 2022" Submitted
3R0WOCG21M9EF98UYLTXXNOWTDHDU7 M0693 de en ad 85 4347.0 "Mon Oct 03 10:11:36 2022" "Mon Oct 03 11:24:03 2022" Submitted
3M7OI89LVYOJ86CF270JXBSY5RN6CY M0031 de en ad 87 549.0 "Mon Oct 03 10:18:37 2022" "Mon Oct 03 10:27:46 2022" Submitted
388FBO7JZRT4IUJCXG4PWD6335TYN7 M0123 de en ad 88 6977.0 "Mon Oct 03 09:49:35 2022" "Mon Oct 03 11:45:52 2022" Submitted
3Q2T3FD0ON8XK91OWUWZT4LQPEP3M7 M0196 de en ad 89 475.0 "Mon Oct 03 07:18:01 2022" "Mon Oct 03 07:25:56 2022" Submitted
3NBFJK3IOHIMEOYO4PIW42Z4OJ8OGE M0071 de en ad 90 554.0 "Mon Oct 03 08:39:11 2022" "Mon Oct 03 08:48:25 2022" Submitted
3BS6ERDL937TDYIT23VUHHAGQRZ6DY M0897 de en ad 91 2901.0 "Mon Oct 03 07:18:01 2022" "Mon Oct 03 08:06:22 2022" Submitted
3YKP7CX6G2FJ21YE7H9GS5MCIH7B7V M0254 de en ad 92 2352.0 "Mon Oct 03 07:18:07 2022" "Mon Oct 03 07:57:19 2022" Submitted
3ZQX1VYFTD57L9S6LR68CPI600W8OJ M0884 de en ad 93 2827.0 "Mon Oct 03 10:12:07 2022" "Mon Oct 03 10:59:14 2022" Submitted
3RWB1RTQDJNP69470RJN1PNWA5S8P0 M0609 de en ad 94 345.0 "Mon Oct 03 07:39:05 2022" "Mon Oct 03 07:44:50 2022" Submitted
3D0LPO3EABZM0FJOYV42B268TFYYOM M1227 de en ad 95 50.0 "Mon Oct 03 07:44:59 2022" "Mon Oct 03 07:45:49 2022" Submitted
3VGZ74AYTGGL5Z1LEK95925NZ5QGCA M0669 de en ad 96 3509.0 "Mon Oct 03 07:40:18 2022" "Mon Oct 03 08:38:47 2022" Submitted
356ZPKYPUHH4LFVPDVHH02BY3KUYP3 M0265 de en ad 97 4506.0 "Mon Oct 03 07:23:58 2022" "Mon Oct 03 08:39:04 2022" Submitted
3K1H3NEY7LZVAR7ZEG4GT8N5K52GDA M1178 de en ad 98 1493.0 "Mon Oct 03 11:19:48 2022" "Mon Oct 03 11:44:41 2022" Submitted
3BKZLF990ZZPLRW4D8W607188GGYQU M0807 de en ad 99 2617.0 "Mon Oct 03 10:32:42 2022" "Mon Oct 03 11:16:19 2022" Submitted
32K26U12DNOESOXU3B32T9QF7KQDVW M0609 de en ad 101 1561.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 09:44:23 2022" Submitted
3PKVGQTFIHKPXSB4QNL65XBD42IYRV M0902 de en ad 102 4355.0 "Mon Oct 03 09:18:43 2022" "Mon Oct 03 10:31:18 2022" Submitted
3ZURAPD288NV4WVSN3E3ALMKUTZ1F6 M1081 de en ad 103 4677.0 "Mon Oct 03 07:47:17 2022" "Mon Oct 03 09:05:14 2022" Submitted
35JDMRECC4902XLZABF0ZQ5QKH3GE3 M1069 de en ad 105 6442.0 "Mon Oct 03 09:18:54 2022" "Mon Oct 03 11:06:16 2022" Submitted
3NFWQRSHVEES8BLV5MZ6H8QQWIIGFL M0623 de en ad 106 3046.0 "Mon Oct 03 08:10:15 2022" "Mon Oct 03 09:01:01 2022" Submitted
3JY0Q5X05J6YMBHQG65OZTQ2XXIGGK M0884 de en ad 107 5134.0 "Mon Oct 03 11:20:50 2022" "Mon Oct 03 12:46:24 2022" Submitted
307L9TDWJYS32RMO8VBZ6JAQU4Z3N7 M0044 de en ad 108 6388.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 11:04:50 2022" Submitted
3MQKOF1EE2OR7DXZTL8YFB9TETSDW6 M1243 de en ad 109 1955.0 "Mon Oct 03 09:19:37 2022" "Mon Oct 03 09:52:12 2022" Submitted
3VDVA3ILIDF1IWRNYNKLS6MWV8Z1G5 M1348 de en ad 110 5157.0 "Mon Oct 03 07:18:10 2022" "Mon Oct 03 08:44:07 2022" Submitted
3PGQRAZX02K1Y7BH5CLBV7G9Q41YSJ M0000 de en ad 112 2670.0 "Mon Oct 03 08:39:21 2022" "Mon Oct 03 09:23:51 2022" Submitted
3EHVO81VN5LFISMYIT23D6YXA8C1H4 M1017 de en ad 113 3791.0 "Mon Oct 03 09:18:33 2022" "Mon Oct 03 10:21:44 2022" Submitted
35ZRNT9RUIYLKCM09ABCL8AVKE43OM M0123 de en ad 114 735.0 "Mon Oct 03 08:56:34 2022" "Mon Oct 03 09:08:49 2022" Submitted
306W7JMRYYYN2F3XHM1M65I7T1DB8I M1376 de en ad 115 1929.0 "Mon Oct 03 07:25:02 2022" "Mon Oct 03 07:57:11 2022" Submitted
3X55NP42EOG35CY1OAORA8FLUJ03P3 M1069 de en ad 116 1925.0 "Mon Oct 03 07:47:17 2022" "Mon Oct 03 08:19:22 2022" Submitted
3XABXM4AJ15A6L5M04YC1UD6F1E8QR M0123 de en ad 118 1190.0 "Mon Oct 03 09:18:33 2022" "Mon Oct 03 09:38:23 2022" Submitted
3BA7SXOG1JQAIMKMDJNC6KNBBNG8RS M0464 de en ad 119 605.0 "Mon Oct 03 13:19:27 2022" "Mon Oct 03 13:29:32 2022" Submitted
3IVEC1GSLPZB9YHO6T5OPJECN0GJ1R M0908 de en ad 121 271.0 "Mon Oct 03 08:33:02 2022" "Mon Oct 03 08:37:33 2022" Submitted
3S829FDFT216WD2P3Q4KHUN0NVYDXZ M1344 de en ad 125 264.0 "Mon Oct 03 11:20:19 2022" "Mon Oct 03 11:24:43 2022" Submitted
32204AGAABCCM7C10CN6KT23CXVGHJ M0023 de en ad 126 5754.0 "Mon Oct 03 07:18:14 2022" "Mon Oct 03 08:54:08 2022" Submitted
34F34TZU7WZIYJZKPX52U2OHF6UJ28 M0866 de en ad 127 613.0 "Mon Oct 03 07:20:50 2022" "Mon Oct 03 07:31:03 2022" Submitted
3MDWE879UH2NGKM7ME7061DID7VB97 M0654 de en ad 128 1320.0 "Mon Oct 03 13:19:58 2022" "Mon Oct 03 13:41:58 2022" Submitted
3AQN9REUTFGVWISZ8MQM08U9P1SDY5 M1317 de en ad 129 5101.0 "Mon Oct 03 09:18:33 2022" "Mon Oct 03 10:43:34 2022" Submitted
3IH9TRB0FBZFENXIOBKODIZCALR1IX M0218 de en ad 130 1074.0 "Mon Oct 03 09:19:05 2022" "Mon Oct 03 09:36:59 2022" Submitted
3B623HUYJ4QMJ1KZS8NHWUS7XPZ8SG M1229 de en ad 131 3899.0 "Mon Oct 03 07:26:18 2022" "Mon Oct 03 08:31:17 2022" Submitted
371DNNCG442NY1XEH8S76ZOTZ8D8T5 M1167 de en ad 132 2530.0 "Mon Oct 03 11:33:22 2022" "Mon Oct 03 12:15:32 2022" Submitted
3SBNLSTU6U5V182448S5EF3BVVWDZW M1151 de en ad 133 2740.0 "Mon Oct 03 07:18:17 2022" "Mon Oct 03 08:03:57 2022" Submitted
3TD33TP5DL21L3WCEKL02WO2JPDBAM M0813 de en ad 134 4453.0 "Mon Oct 03 12:09:01 2022" "Mon Oct 03 13:23:14 2022" Submitted
3ICOHX7ENCB3RTAEW9QXEYIAD0EE0Y M0609 de en ad 135 232.0 "Mon Oct 03 07:37:52 2022" "Mon Oct 03 07:41:44 2022" Submitted
362E9TQF2HQCI2NL6U5RK53ICAAGIC M0115 de en ad 136 6172.0 "Mon Oct 03 07:19:24 2022" "Mon Oct 03 09:02:16 2022" Submitted
3LB1BGHFL2W2D7OWUCQ15CCVSNFYT8 M0388 de en ad 137 2406.0 "Mon Oct 03 07:18:31 2022" "Mon Oct 03 07:58:37 2022" Submitted
36GJS3V78VQ8DD7ROCQRW6IIPPZGJO M0769 de en ad 138 3295.0 "Mon Oct 03 07:18:11 2022" "Mon Oct 03 08:13:06 2022" Submitted
32CXT5U14G32YEC3HDIHBVAVIMK8UW M0853 de en ad 139 3496.0 "Mon Oct 03 07:37:10 2022" "Mon Oct 03 08:35:26 2022" Submitted
3GMLHYZ0LEXHDK3LUHGBA8YXB1MYUZ M1069 de en ad 141 6619.0 "Mon Oct 03 09:19:05 2022" "Mon Oct 03 11:09:24 2022" Submitted
3TKSOBLOHLG64D14KYLWX78817YBBH M0590 de en ad 142 1866.0 "Mon Oct 03 09:24:49 2022" "Mon Oct 03 09:55:55 2022" Submitted
3WA2XVDZEMHY54WTYY6ENZS1Q306ER M0232 de en ad 143 1096.0 "Mon Oct 03 09:24:19 2022" "Mon Oct 03 09:42:35 2022" Submitted
33J5JKFMK6YO5OZGON3GAD5VZFM3QU M0135 de en ad 144 1176.0 "Mon Oct 03 10:31:19 2022" "Mon Oct 03 10:50:55 2022" Submitted
3HJ1EVZS2OJOHPEG12SGF3F0V1O3RV M1405 de en ad 145 646.0 "Mon Oct 03 07:31:38 2022" "Mon Oct 03 07:42:24 2022" Submitted
3IVEC1GSLPZB9YHO6T5OPJECN0G1J9 M1359 de en ad 146 845.0 "Mon Oct 03 09:18:22 2022" "Mon Oct 03 09:32:27 2022" Submitted
3E6L1VR4XWMQBIWPT9QK5HD124F6F9 M0284 de en ad 148 733.0 "Mon Oct 03 07:18:21 2022" "Mon Oct 03 07:30:34 2022" Submitted
3KL228NDMVM3OXD96XQ3XLIV4EZGKN M0275 de en ad 149 6926.0 "Mon Oct 03 09:40:27 2022" "Mon Oct 03 11:35:53 2022" Submitted
3APP19WN71EWPISK4TW2N2DD3JF6G8 M1317 de en ad 150 780.0 "Mon Oct 03 08:56:34 2022" "Mon Oct 03 09:09:34 2022" Submitted
3P4C70TRMRHE83VRRX24CLVATE4GLQ M0916 de en ad 152 4571.0 "Mon Oct 03 08:20:08 2022" "Mon Oct 03 09:36:19 2022" Submitted
309D674SHZLPEITAYYHR8REQJSYBCO M0248 de en ad 154 1715.0 "Mon Oct 03 07:18:32 2022" "Mon Oct 03 07:47:07 2022" Submitted
3TTPFEFXCTKAPENVOZEK82PEIJS6H7 M0047 de en ad 155 426.0 "Mon Oct 03 07:21:22 2022" "Mon Oct 03 07:28:28 2022" Submitted
3HFWPF5AK9J0I4ETGRSL5DKWH373SJ M1285 de en ad 156 596.0 "Mon Oct 03 09:18:43 2022" "Mon Oct 03 09:28:39 2022" Submitted
38EHZ67RIMSYELDCR93JCYAZTJUGMS M0103 de en ad 157 518.0 "Mon Oct 03 10:13:08 2022" "Mon Oct 03 10:21:46 2022" Submitted
3W0XM68YZPV6KIN6OE50QYEP2PG1K8 M0023 de en ad 158 5056.0 "Mon Oct 03 08:40:03 2022" "Mon Oct 03 10:04:19 2022" Submitted
31J7RYECZLQH4O5O9EH15YR4RPL1LB M0145 de en ad 160 824.0 "Mon Oct 03 09:19:26 2022" "Mon Oct 03 09:33:10 2022" Submitted
3DW3BNF1GHI2BT13M3SM7HCEWTT8VL M0601 de en ad 162 4979.0 "Mon Oct 03 07:18:22 2022" "Mon Oct 03 08:41:21 2022" Submitted
3R6RZGK0XFCHQZSLZ7QG6U0GP8VYVO M1145 de en ad 163 1823.0 "Mon Oct 03 10:46:35 2022" "Mon Oct 03 11:16:58 2022" Submitted
3PUV2Q8SV44ZJAZOYUC2SXW84SABDO M0609 de en ad 164 985.0 "Mon Oct 03 07:44:59 2022" "Mon Oct 03 08:01:24 2022" Submitted
3HY86PZXPYI3YIVWSSUXS31KISKE11 M0367 de en ad 166 4233.0 "Mon Oct 03 07:50:14 2022" "Mon Oct 03 09:00:47 2022" Submitted
3BC9H1KCYUCU5OSQPHVCSWJUWHXYWY M0609 de en ad 168 2118.0 "Mon Oct 03 09:24:08 2022" "Mon Oct 03 09:59:26 2022" Submitted
3X2LT8FDHWIFQI18CDXITJVS32V8WV M0696 de en ad 169 3280.0 "Mon Oct 03 09:23:06 2022" "Mon Oct 03 10:17:46 2022" Submitted
3DA79LNS59V1X4R85RXBFIGIJML3T8 M0275 de en ad 170 5924.0 "Mon Oct 03 09:20:52 2022" "Mon Oct 03 10:59:36 2022" Submitted
3KTCJ4SCVG11A6N99QIG5B6TRUB1MD M0123 de en ad 171 1932.0 "Mon Oct 03 09:24:50 2022" "Mon Oct 03 09:57:02 2022" Submitted
3ACRLU860NE4BGDOUPNMYFET44BBEH M1069 de en ad 172 5964.0 "Mon Oct 03 09:18:54 2022" "Mon Oct 03 10:58:18 2022" Submitted
38LRF35D5LWGXH6X5WNLKE2K20S3UZ M1285 de en ad 173 1398.0 "Mon Oct 03 09:18:54 2022" "Mon Oct 03 09:42:12 2022" Submitted
3HUR21WDDUP9UOXGZMRYUFX15J3YXR M0609 de en ad 174 1839.0 "Mon Oct 03 09:18:43 2022" "Mon Oct 03 09:49:22 2022" Submitted
3UY4PIS8QRL7SO89LRXGIQVTWKL1ND M0280 de en ad 175 1976.0 "Mon Oct 03 09:51:40 2022" "Mon Oct 03 10:24:36 2022" Submitted
3XT3KXP24ZYAL9YFUHW58EQTIW76I0 M0532 de en ad 176 670.0 "Mon Oct 03 07:26:07 2022" "Mon Oct 03 07:37:17 2022" Submitted
3IJ95K7NDXC4W3YC3AIJPDZZY94GNS M0902 de en ad 177 5274.0 "Mon Oct 03 09:19:05 2022" "Mon Oct 03 10:46:59 2022" Submitted
3J5XXLQDHMBGAWVXAMXQG043G713VO M0228 de en ad 179 7195.0 "Mon Oct 03 07:18:17 2022" "Mon Oct 03 09:18:12 2022" Submitted
