wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M1419 1 88 92.5 97.9 750 750 1 1 5 0 - - - - 
M0350 2 52.4 54.7 49.6 2101 2962.5 1 1 3 0 - - - - 
M0416 2 54.3 51.1 53.1 387 392 1 1 13 0 flag(scrs) - flag(seq) - 
M0233 13 52.3 60.8 96 454.5 1534.6 2.5 4 35 0 - - flag(seq) - 
M0607 1 74.6 72.3 70.4 1123 1123 1 1 2 0 flag(scrs) - - - 
M0996 1 24.7 50.6 99 6392 6392 1 1 2 0 - - - - 
M0986 4 61.1 66.5 70.2 1523 2197.5 2 2 2 0 - - - - 
M0588 1 45.3 82.3 98.6 1411 1411 1 1 4 0 - - - - 
M0060 3 59.2 64 69.6 1148 1310 1 1 2 0 - - - - 
M0740 1 81.7 79.4 75.6 521 521 1 1 2 0 flag(scrs) - - - 
M0647 1 74.9 74.9 73.6 1962 1962 1 1 2 0 flag(scrs) - - - 
M1007 22 50.2 56.1 85.7 448.7 1801.8 2.3 4 3 0 - - - - 
M0657 4 50.5 58.3 57 705 1583.2 1 1 5 0 - - - - 
M0113 1 78.2 73.2 96.7 1534 1534 1 1 3 0 flag(scrs) - - - 
M1160 2 57.5 67.1 99.7 2201 2240 1 1 4 0 - - - - 
M1081 2 46 66.9 95 1071 2874 1 1 5 0 - - - - 
M0167 3 54.7 68.2 95.7 1072 2353.8 1.7 2 3 0 - - - - 
M0733 6 57.6 65.4 63.9 194.5 1488 2 3 33 0 - flag(time) flag(seq) - 
M0997 2 89.3 76.8 86.3 816 829.5 1 1 3 0 flag(scrs) - - - 
M1130 2 83.4 77.4 72.7 158 211 1 1 4 0 flag(scrs) flag(time) - - 
M0455 2 42 59.3 98.7 1110 1285.5 1 1 3 0 - - - - 
M1185 1 54.3 53.2 52.2 267 267 1 1 2 0 flag(scrs) flag(time) - - 
M0286 1 50 51.7 55 673 673 1 1 2 0 - - - - 
M0389 4 43.9 51 96.2 2126 3155.2 1 1 4 0 - - - - 
M0166 1 89.6 82.7 89 670 670 1 1 3 0 flag(scrs) - - - 
M1331 1 62.3 68.4 74 847 847 1 1 2 0 - - - - 
M0388 27 58.5 61.8 83.2 61.8 800.1 7 13 3 0 - flag(time) - - 
M0372 4 71.4 79.3 94.1 1590 2795.2 1.8 2 2 0 - - - - 
M1194 6 43.2 46.4 63.5 1118 2504.3 1 1 3 0 - - - - 
M0096 1 61.6 66.6 63 1349 1349 1 1 3 0 - - - - 
M0293 2 58.1 47.6 82.6 825 2753 1 1 4 0 flag(scrs) - - - 
M0512 1 71.6 77.7 77.8 2215 2215 1 1 4 0 - - - - 
M1041 1 33.8 84.5 100 2419 2419 1 1 5 0 - - - - 
M0891 2 67.8 68.7 71.2 902 2561.5 1 1 2 0 - - - - 
M0903 2 53.2 58.5 52.4 1396 2847.5 1 1 2 0 - - - - 
M0870 5 67.6 71.1 97.5 915 1867 1.4 2 4 0 - - - - 
M0629 17 51.2 58.4 85.9 288 1985.6 1.9 3 3 0 - flag(time) - - 
M1292 2 92.8 91.5 92.5 642 955 1 1 4 0 flag(scrs) - - - 
M0650 1 69.4 62.9 74.3 6163 6163 1 1 2 0 flag(scrs) - - - 
M0603 1 12.1 92.9 99.8 2977 2977 1 1 5 0 - - - - 
M0727 11 21.2 24.2 24.6 85.7 609.6 4.9 7 3 0 - flag(time) - - 
M1281 2 58.4 65.7 60.9 6415 6653 1 1 3 0 - - - - 
M0446 37 91.5 90.2 90.1 11 348.2 15.6 20 14 0 flag(scrs) flag(time) flag(seq) - 
M0477 5 68.2 73.9 87.3 2212 3525.3 1.4 2 5 0 - - - - 
M0874 4 44.4 48.8 93.3 835 2517 1 1 3 0 - - - - 
M0182 1 53.6 57.5 64 852 852 1 1 2 0 - - - - 
M0656 3 44.8 50.6 94.6 405.5 711.3 1.7 2 3 0 - - - - 
M0491 1 72 60 52.9 1512 1512 1 1 0 0 flag(scrs) - - - 
M0042 1 43.1 47.2 87.3 2104 2104 1 1 2 0 - - - - 
M0030 2 93.3 94.9 99.4 626 1378.5 1 1 8 0 - - - - 
M0441 1 23.9 58.5 83.3 3249 3249 1 1 19 0 - - flag(seq) - 
M0814 2 79.6 78.3 81.5 203 1626 1 1 0 0 flag(scrs) flag(time) - - 
M0386 1 70.1 66.6 62.9 2295 2295 1 1 2 0 flag(scrs) - - - 
M0717 8 17.5 22.2 85.5 855.3 1611.8 2.9 4 4 0 - - - - 
M0787 1 54.3 55.5 51.6 2500 2500 1 1 2 0 - - - - 
M0915 3 60.6 60.2 64.3 1244 2011 1.7 2 2 0 flag(scrs) - - - 
M0659 1 71.6 77.3 78.4 739 739 1 1 2 0 - - - - 
M1376 6 79.9 84 98.2 945 1742.3 1 1 4 0 - - - - 
M0911 4 68.5 68.4 94.2 578 1278 1 1 11 0 flag(scrs) - flag(seq) - 
M1003 1 0 0 0 487 487 1 1 98 0 flag(scrs) - flag(seq) - 
M1181 2 57.3 54.5 59.5 3994 4187 1 1 2 0 flag(scrs) - - - 
M0345 7 67.4 78.2 100 598.5 2258.6 1.6 2 6 0 - - - - 
M0969 3 84 80.9 81.5 2966.5 3309.2 1.7 2 2 0 flag(scrs) - - - 
M0355 35 49.4 49 97.2 32.8 349.3 14.4 22 4 0 flag(scrs) flag(time) - - 
M0183 19 41.9 48 98.2 596.7 1834.3 3.3 6 3 0 - - - - 
M0504 1 77.3 81.3 89.4 3021 3021 1 1 3 0 - - - - 
M0397 3 89.4 90.7 99.9 2467.5 3774.7 1.7 2 3 0 - - - - 
M1368 3 77.2 79.2 77.5 1144 1225.5 1.7 2 3 0 - - - - 
M1093 1 77.5 88.5 89.5 2394 2394 1 1 4 0 - - - - 
M1080 1 61.2 59.3 65.6 5238 5238 1 1 3 0 flag(scrs) - - - 
M1158 6 61.1 65.8 85.5 752 1656.5 1 1 4 0 - - - - 
M0057 1 78 60 57.7 2102 2102 1 1 2 0 flag(scrs) - - - 
M0960 1 75.8 86.4 100 1723 1723 1 1 3 0 - - - - 
M0478 4 68.4 80 98.7 476 942.5 2 2 4 0 - - - - 
M0115 1 25 61 100 6172 6172 1 1 2 0 - - - - 
M1407 3 70.1 72.3 85.7 574 818.7 1 1 3 0 - - - - 
M1149 4 39.7 68.7 99.5 1444 2620.2 1 1 4 0 - - - - 
M0648 2 66.8 68.1 70.4 418 465.5 1 1 2 0 - - - - 
M1211 1 63.6 62.5 58.7 1879 1879 1 1 2 0 flag(scrs) - - - 
M0450 2 55 62.4 62.5 953 1428.5 1 1 3 0 - - - - 
M0032 1 37.9 74.6 85.8 1642 1642 1 1 6 0 - - - - 
M0071 14 52.2 56.2 76.5 184.7 546.4 3.3 5 4 0 - flag(time) - - 
M0906 1 56.2 65.8 64.1 1633 1633 1 1 2 0 - - - - 
M0008 1 30.3 59.4 100 713 713 1 1 4 0 - - - - 
M0522 2 71.7 88.7 94.7 1024 4019 1 1 3 0 - - - - 
M0229 1 78.8 66.9 74.2 1902 1902 1 1 0 0 flag(scrs) - - - 
M0394 2 55.8 54.4 56.6 868 894.5 1 1 3 0 flag(scrs) - - - 
M1190 5 73.8 71.9 74.8 202.7 661.7 2.4 3 2 0 flag(scrs) flag(time) - - 
M0062 6 52.8 80.6 99.3 490 1944.9 2.2 3 5 0 - - - - 
M1315 8 47.7 56.5 97.4 991.5 2636.2 1.4 2 3 0 - - - - 
M0200 1 79.5 67.6 76.2 529 529 1 1 0 0 flag(scrs) - - - 
M0221 1 56 69.7 89.8 2163 2163 1 1 2 0 - - - - 
M1257 1 74.4 76.6 83 3560 3560 1 1 4 0 - - - - 
M1289 1 66.8 70.2 99.9 1228 1228 1 1 2 0 - - - - 
M0534 2 64.4 65.3 63.1 581 821.5 1 1 2 0 - - - - 
M0894 1 70.9 72.5 72.6 6815 6815 1 1 0 0 - - - - 
M0929 1 58.8 62.5 57 768 768 1 1 2 0 - - - - 
M0235 2 30.3 73.9 98.4 4199 4229 1 1 3 0 - - - - 
M1351 3 73.2 70.2 98.2 865 1338.3 1 1 5 0 flag(scrs) - - - 
M0897 9 53.1 57.4 90.7 362 818.9 3.4 4 6 0 - - - - 
M0938 8 21.5 24.4 90.5 1926 2646.1 2 2 5 0 - - - - 
M0049 2 61.8 67.4 87.3 1381 1617.5 1 1 3 0 - - - - 
M1239 1 41.2 65.7 100 1803 1803 1 1 5 0 - - - - 
M0980 7 85.7 88.1 94.9 379 1275.3 1.6 2 3 0 - - - - 
M0489 38 41.4 49.2 97.2 133.9 1031.8 6.7 13 6 0 - flag(time) - - 
M0290 3 67 69.9 99.3 953 2499.2 1.7 2 6 0 - - - - 
M1135 1 15.8 93.3 88.5 3423 3423 1 1 10 0 - - - - 
M1269 1 48.1 50.2 50.3 1309 1309 1 1 4 0 - - - - 
M1268 2 47.1 84.7 95.5 3629 4335.5 1 1 3 0 - - - - 
M0592 7 41.3 69.7 98.6 2831.5 5167 1.3 2 4 0 - - - - 
M1339 2 42.9 78 98.6 3076 3918 1 1 2 0 - - - - 
M1297 1 51.7 49.4 55.2 543 543 1 1 0 0 flag(scrs) - - - 
M0506 5 38.4 70.3 99.7 1261 3151.9 2 3 7 0 - - - - 
M0351 1 26.8 53.4 77.9 876 876 1 1 3 0 - - - - 
M1317 55 79.5 78.8 78.5 41.1 227.5 18.8 25 3 0 flag(scrs) flag(time) - - 
M0679 1 20.6 84.8 99.9 1626 1626 1 1 5 0 - - - - 
M0893 5 64 67.1 89.1 526 1110.6 1.4 2 17 0 - - flag(seq) - 
M0834 1 50.3 50.1 50.3 571 571 1 1 30 0 flag(scrs) - flag(seq) - 
M1406 8 67.3 71.7 99.2 1320.7 3189.7 1.6 3 3 0 - - - - 
M0331 1 24.7 41.4 71 6129 6129 1 1 4 0 - - - - 
M0289 1 74.9 75.2 74.7 2619 2619 1 1 0 0 - - - - 
M0055 1 58.9 64.7 89.7 1915 1915 1 1 2 0 - - - - 
M1254 2 74.6 71.7 94.9 241 935 1.5 2 2 0 flag(scrs) flag(time) - - 
M0111 1 91.5 87.3 90.9 1125 1125 1 1 2 0 flag(scrs) - - - 
M0925 3 58.2 61.3 61.6 174 332.7 1 1 2 0 - flag(time) - - 
M0021 1 59.8 62 58 5330 5330 1 1 3 0 - - - - 
M1223 1 83.1 80 79.5 2761 2761 1 1 2 0 flag(scrs) - - - 
M1300 2 77.8 74.7 77.7 501 758 1 1 3 0 flag(scrs) - - - 
M0066 2 75.7 74.5 86.4 353 410 2 2 2 0 flag(scrs) - - - 
M1417 1 25.9 65.4 93.6 3034 3034 1 1 3 0 - - - - 
M0245 1 67.2 63.8 73.4 2481 2481 1 1 2 0 flag(scrs) - - - 
M0937 2 71.7 59.8 93 2954.5 3125 2 2 2 0 flag(scrs) - - - 
M0511 1 14.1 19.9 68.2 3853 3853 1 1 3 0 - - - - 
M0445 2 23.5 25.2 71.9 1778 4461 1 1 15 0 - - flag(seq) - 
M1199 1 96.5 97.3 97.8 2867 2867 1 1 5 0 - - - - 
M0321 1 3 77.9 88.8 1542 1542 1 1 6 0 - - - - 
M0804 5 37 41 91.2 1459.3 2285.1 2 3 6 0 - - - - 
M0888 1 99.1 99.2 99.5 4518 4518 1 1 10 0 - - - - 
M0546 5 59.9 58 54.4 76.5 542.5 2.2 3 3 0 flag(scrs) flag(time) - - 
M0784 1 71.7 67.4 78.3 6951 6951 1 1 2 0 flag(scrs) - - - 
M0215 2 68.2 91.5 100 2394 3216 1 1 8 0 - - - - 
M0189 1 58.8 70.4 99.5 3941 3941 1 1 3 0 - - - - 
M0330 1 83.8 76.4 76.8 1046 1046 1 1 2 0 flag(scrs) - - - 
M1286 1 0 0 0 567 567 1 1 90 0 flag(scrs) - flag(seq) - 
M0710 1 74.5 75.4 70.2 2189 2189 1 1 2 0 - - - - 
M0557 1 38.6 37.7 41.4 1531 1531 1 1 4 0 flag(scrs) - - - 
M1272 18 57.9 66.3 95.9 360.2 2008.7 3.2 6 3 0 - - - - 
M0631 1 25.6 38.4 75.7 3015 3015 1 1 2 0 - - - - 
M0928 1 0 68 75 2045 2045 1 1 16 0 - - flag(seq) - 
M0748 1 46.1 81.2 99.9 2777 2777 1 1 2 0 - - - - 
M0844 1 40.5 41.9 43.2 443 443 1 1 2 0 - - - - 
M1279 1 70.8 86.4 98.5 3384 3384 1 1 5 0 - - - - 
M0653 4 88.1 85.8 85.2 114.8 240.8 3.5 4 2 0 flag(scrs) flag(time) - - 
M1176 1 94.7 91.2 94.6 404 404 1 1 5 0 flag(scrs) - - - 
M0616 63 90.7 91.2 90.8 13 188.5 20 25 5 0 - flag(time) - - 
M0975 1 86 83.2 82.6 648 648 1 1 2 0 flag(scrs) - - - 
M0550 6 75.6 75.6 86.1 615 1434.5 2.2 3 2 0 - - - - 
M0073 1 48.5 49.4 47.4 878 878 1 1 0 0 - - - - 
M0791 2 61.9 64.8 85.1 2284 2410.5 1 1 2 0 - - - - 
M1172 1 73.7 70.8 100 710 710 1 1 5 0 flag(scrs) - - - 
M1052 12 84.2 88.9 93.3 137.9 1035 6.7 9 6 0 - flag(time) - - 
M1011 1 53.8 65.6 70.5 4233 4233 1 1 2 0 - - - - 
M0690 19 54.3 57.9 66.8 345 1003.7 3.3 4 6 0 - - - - 
M0526 5 77.6 82.4 100 281 2216.7 2 3 5 0 - flag(time) - - 
M0152 18 72.5 83.1 94.1 262.6 1088.7 5.4 9 3 0 - flag(time) - - 
M0605 5 53.2 66.8 99.5 211.2 410.2 4.6 5 29 0 - flag(time) flag(seq) - 
M1008 1 74.8 80.3 61.1 821 821 1 1 2 0 - - - - 
M0363 1 74.1 81 80 3551 3551 1 1 2 0 - - - - 
M1378 1 66.7 62 100 1610 1610 1 1 2 0 flag(scrs) - - - 
M0621 1 75.9 75.1 75.4 440 440 1 1 2 0 flag(scrs) - - - 
M0280 7 55 66.5 96 1897 2739 1 1 3 0 - - - - 
M0047 1 52.7 39.1 45.4 426 426 1 1 2 0 flag(scrs) - - - 
M1362 40 90.5 89 90.6 23.7 224.6 21.1 24 7 0 flag(scrs) flag(time) - - 
M0561 1 67.2 77 67.3 5998 5998 1 1 5 0 - - - - 
M1342 1 55.5 53.8 59.1 359 359 1 1 3 0 flag(scrs) - - - 
M1087 2 53.4 57.5 81 286 1197 1 1 2 0 - flag(time) - - 
M0746 3 74.2 70.3 71.3 1598 2414 1 1 2 0 flag(scrs) - - - 
M0540 20 87.5 85.9 84.8 97.8 328.9 13.4 17 3 0 flag(scrs) flag(time) - - 
M0159 6 49.1 69.8 97.2 1898 4131.1 1.3 2 3 0 - - - - 
M0002 1 71 74.7 98.6 1440 1440 1 1 2 0 - - - - 
M0902 13 70.2 76.5 97.3 625 1481.8 2.8 4 4 0 - - - - 
M0750 1 69.7 61.4 54.6 2537 2537 1 1 2 0 flag(scrs) - - - 
M0918 1 61.2 61.1 59.2 932 932 1 1 3 0 flag(scrs) - - - 
M0285 2 43.6 55.1 94.1 751.5 1032 2 2 5 0 - - - - 
M0327 3 88 87.1 90.6 785 1652.8 1.7 2 3 0 flag(scrs) - - - 
M0876 1 38.9 68.6 97 2776 2776 1 1 2 0 - - - - 
M0856 2 75.2 80.5 93.7 1802 2323 1 1 2 0 - - - - 
M0278 17 51 56.5 74.9 174.2 818.9 7.9 12 3 0 - flag(time) - - 
M0686 19 73.8 76.3 78.6 156.3 497.6 2.9 6 3 0 - flag(time) - - 
M1169 1 76.4 76.3 75.7 2406 2406 1 1 2 0 flag(scrs) - - - 
M0613 2 65.1 62.4 70.2 1191 2373.5 1 1 2 0 flag(scrs) - - - 
M0284 1 68.9 58.2 62.4 733 733 1 1 0 0 flag(scrs) - - - 
M1227 1 0 0 0 50 50 1 1 77 0 flag(scrs) flag(time) flag(seq) - 
M1155 1 70.3 62.6 66.2 601 601 1 1 2 0 flag(scrs) - - - 
M0476 1 58.4 67.6 89.9 984 984 1 1 3 0 - - - - 
M0585 1 63.8 60.2 61.5 1918 1918 1 1 2 0 flag(scrs) - - - 
M0495 4 76.7 78.2 88.2 252.5 702.6 1.5 2 3 0 - flag(time) - - 
M0164 2 69.2 68.3 72 539 594.5 1 1 3 0 flag(scrs) - - - 
M1056 1 52 59.9 83.3 1299 1299 1 1 2 0 - - - - 
M0766 1 82.1 80.1 96.2 2714 2714 1 1 2 0 flag(scrs) - - - 
M0272 4 70.9 64.6 67.6 214 391.1 1.8 2 4 0 flag(scrs) flag(time) - - 
M1259 3 66.5 81 99.3 1184 2045.3 1 1 8 0 - - - - 
M0628 1 76.9 74.6 74.8 689 689 1 1 2 0 flag(scrs) - - - 
M0523 10 67.4 66.2 86.8 267 1059.9 3.6 5 3 0 flag(scrs) flag(time) - - 
M0895 1 1.1 47.3 99.5 1244 1244 1 1 4 0 - - - - 
M0820 2 91.6 90.1 88.3 1207 1567.5 1 1 8 0 flag(scrs) - - - 
M0173 1 58 71.4 78.7 4746 4746 1 1 2 0 - - - - 
M0258 1 69.8 71.5 84 1566 1566 1 1 2 0 - - - - 
M1078 1 80.1 76.6 82.5 1321 1321 1 1 3 0 flag(scrs) - - - 
M1165 1 76 72.6 75.7 2630 2630 1 1 2 0 flag(scrs) - - - 
M1247 1 77.9 74.9 76.8 3763 3763 1 1 0 0 flag(scrs) - - - 
M0392 11 74.1 76.7 97.6 315 1549.3 2.1 4 4 0 - - - - 
M1244 1 93.9 85.2 95.4 1423 1423 1 1 4 0 flag(scrs) - - - 
M1116 4 23.1 35.2 99.9 1455.7 2513.5 2.2 3 4 0 - - - - 
M1242 3 80.4 74.5 79.8 1404 2951 1.7 2 3 0 flag(scrs) - - - 
M1293 2 62.5 77.5 96.6 4096 4646.5 1 1 2 0 - - - - 
M0961 5 49.3 53.8 86.7 381.7 560.2 2.4 3 13 0 - - flag(seq) - 
M1073 1 60.2 48.3 54.6 2251 2251 1 1 2 0 flag(scrs) - - - 
M1388 2 84.3 83.8 86.4 315 651.8 2 2 2 0 flag(scrs) - - - 
M1346 1 29.5 27.2 35.2 1986 1986 1 1 3 0 flag(scrs) - - - 
M0566 1 76 74.1 75.1 3000 3000 1 1 2 0 flag(scrs) - - - 
M1261 2 94.3 96.3 96.1 628 729.5 1 1 6 0 - - - - 
M0466 1 67.1 63.4 63.4 2975 2975 1 1 2 0 flag(scrs) - - - 
M0482 1 68.1 87 98.5 611 611 1 1 4 0 - - - - 
M1262 1 60.9 65.8 63.4 3044 3044 1 1 2 0 - - - - 
M0692 2 97 97.5 98.1 731 1237.5 1 1 4 0 - - - - 
M0500 1 84.6 86.4 91 1019 1019 1 1 2 0 - - - - 
M0266 1 77.4 77.1 97.8 2409 2409 1 1 4 0 flag(scrs) - - - 
M0612 8 53.7 60.5 83.1 503.2 2059.7 2.4 4 24 0 - - flag(seq) - 
M0859 1 66.9 75.5 97.4 2398 2398 1 1 2 0 - - - - 
M0404 1 74.8 75.2 74.9 1437 1437 1 1 2 0 - - - - 
M1208 57 85.6 86.2 85.1 48.4 117.6 21 26 8 0 - flag(time) - - 
M1332 1 63.4 83.4 99.6 1770 1770 1 1 4 0 - - - - 
M0118 1 92 84.3 98.7 4183 4183 1 1 3 0 flag(scrs) - - - 
M0443 1 70.9 88.9 90.1 4031 4031 1 1 2 0 - - - - 
M0146 1 49 47.2 47.3 885 885 1 1 4 0 flag(scrs) - - - 
M1083 2 22.6 78.6 97 579 938 2 2 4 0 - - - - 
M0604 5 34.8 73 99.3 2872 4053.2 1 1 7 0 - - - - 
M0144 1 80.7 76.1 71.2 3927 3927 1 1 3 0 flag(scrs) - - - 
M1138 11 62.6 68.1 92.3 323.3 742.3 2.1 3 3 0 - - - - 
M0882 8 87.6 85.3 90.2 269.2 449 6.2 7 5 0 flag(scrs) flag(time) - - 
M1131 2 44.6 44.5 48.5 1145 1353 1 1 2 0 flag(scrs) - - - 
M0912 1 54.2 50 49.4 1393 1393 1 1 2 0 flag(scrs) - - - 
M0471 1 70.3 71.4 68.1 1279 1279 1 1 0 0 - - - - 
M0892 3 49.1 50.1 43.9 189.5 545 1.7 2 2 0 - flag(time) - - 
M0681 4 58.5 66 91.5 513 1029.4 1.5 2 7 0 - - - - 
M1107 1 53.5 66.8 76 3754 3754 1 1 2 0 - - - - 
M1162 4 77.3 89.2 97.6 1629.5 1887.9 2 2 6 0 - - - - 
M0470 5 78.7 84.9 96 683 1355.1 1.4 2 4 0 - - - - 
M0716 1 62.4 64.8 66 1645 1645 1 1 0 0 - - - - 
M1082 11 65.8 71.3 89.5 164.7 1048.2 3.8 6 5 0 - flag(time) - - 
M1348 1 66.3 67.4 93.9 5157 5157 1 1 2 0 - - - - 
M0058 1 75.6 69.3 76.9 348 348 1 1 2 0 flag(scrs) - - - 
M0249 2 82.2 82.1 99.9 1694 2441 1 1 3 0 flag(scrs) - - - 
M0463 1 75.8 82 72 2512 2512 1 1 2 0 - - - - 
M0871 1 74.6 64.7 74.7 533 533 1 1 2 0 flag(scrs) - - - 
M1360 2 63.9 62.5 61.4 1051 1076.5 1 1 3 0 flag(scrs) - - - 
M0104 5 82.4 84.3 99.1 1014.5 1271.5 2.4 3 3 0 - - - - 
M0230 7 64.2 85.9 96.2 225.8 952 4.4 6 10 0 - flag(time) - - 
M1278 1 7.7 47.3 0 721 721 1 1 16 0 - - flag(seq) - 
M0449 1 33.3 90.1 100 1013 1013 1 1 5 0 - - - - 
M0335 2 48.1 84.1 98.4 4929 5443 1 1 4 0 - - - - 
M1224 5 72.9 75 77.6 424.8 645.9 3 4 3 0 - - - - 
M0678 1 90.7 95.9 97.4 2050 2050 1 1 4 0 - - - - 
M0824 4 59.8 67.1 96.3 1580 3363.5 1.2 2 3 0 - - - - 
M0872 9 79.8 78.2 90.3 542.2 2732.9 2.3 4 48 0 flag(scrs) - flag(seq) - 
M1189 2 52.4 60.8 62.2 423 526.8 2 2 5 0 - - - - 
M0474 1 66.8 66.3 62.1 560 560 1 1 2 0 flag(scrs) - - - 
M0829 1 54 62.3 61.6 1723 1723 1 1 0 0 - - - - 
M0207 1 70.3 67.3 73.4 2023 2023 1 1 3 0 flag(scrs) - - - 
M0887 3 60.3 63.1 99.4 836 1584.7 1 1 3 0 - - - - 
M0807 1 42.3 80 99.2 2617 2617 1 1 2 0 - - - - 
M0129 1 73.7 77.6 85.6 255 255 1 1 2 0 - flag(time) - - 
M0406 4 46.2 73.5 94.3 1200 2855.4 1.5 2 3 0 - - - - 
M0889 1 71.2 70.5 85 6805 6805 1 1 2 0 flag(scrs) - - - 
M0426 2 76.2 73.5 72.9 2575 2612.2 2 2 2 0 flag(scrs) - - - 
M1248 4 51.4 52.2 54.4 475 748.8 1 1 3 0 - - - - 
M0133 1 38.8 72.4 99.1 3998 3998 1 1 4 0 - - - - 
M0823 1 51.9 62.2 50.4 2359 2359 1 1 2 0 - - - - 
M0933 3 65.6 66.4 68.9 375.5 1080.2 1.7 2 2 0 - - - - 
M0414 2 60.8 66.8 83.2 1836 3916.5 1 1 2 0 - - - - 
M0934 4 90.1 88.3 89.5 246.3 1781.7 2.2 3 13 0 flag(scrs) flag(time) flag(seq) - 
M0939 1 68.7 67.9 74.5 4697 4697 1 1 0 0 flag(scrs) - - - 
M0873 1 60.6 65.8 78.6 1360 1360 1 1 2 0 - - - - 
M1350 1 76.1 73.6 82.5 2195 2195 1 1 0 0 flag(scrs) - - - 
M0094 3 51.5 71.6 99.6 1385 2092.7 1.7 2 4 0 - - - - 
M0214 15 61.6 70.4 90.3 302.4 1195.4 3.9 7 3 0 - - - - 
M0490 1 99 99 98.9 357 357 1 1 14 0 - - flag(seq) - 
M0974 1 36.8 57.6 61.5 2840 2840 1 1 2 0 - - - - 
M0218 1 71 68.8 94.1 1074 1074 1 1 2 0 flag(scrs) - - - 
M1034 3 52 76.6 99 1325 3636 1 1 3 0 - - - - 
M0084 2 83.9 72.4 76 790 1036 1 1 2 0 flag(scrs) - - - 
M1036 1 51.3 71.9 73 6782 6782 1 1 0 0 - - - - 
M0922 1 81.7 85 89.8 261 261 1 1 0 0 - flag(time) - - 
M0573 1 47.2 68.7 96.1 2424 2424 1 1 2 0 - - - - 
M0978 12 63.7 61.3 81.6 244.3 1459.9 3.8 6 4 0 flag(scrs) flag(time) - - 
M1220 1 69.9 66.1 67.3 1693 1693 1 1 2 0 flag(scrs) - - - 
M0862 8 88.3 91.9 95.5 252.8 1201.8 4 6 12 0 - flag(time) flag(seq) - 
M1263 1 56.6 70.4 99.9 2351 2351 1 1 3 0 - - - - 
M0009 1 77.9 78.1 99.5 825 825 1 1 3 0 - - - - 
M0053 1 72 73.3 73 2308 2308 1 1 2 0 - - - - 
M0723 10 91 90.9 93.3 60.5 224.4 8.5 10 47 0 flag(scrs) flag(time) flag(seq) - 
M0967 1 74.3 74.1 100 1610 1610 1 1 3 0 flag(scrs) - - - 
M0640 5 76.5 82 92.9 212 1078.7 1.4 2 4 0 - flag(time) - - 
M0080 5 68 70.6 95.6 953.5 1540.9 1.8 2 4 0 - - - - 
M0985 20 62.1 70.1 95.4 249.1 886.2 6.5 9 4 0 - flag(time) - - 
M0004 1 44.1 63.4 69.2 4478 4478 1 1 2 0 - - - - 
M0409 5 62.6 65.9 85.3 473 1477.4 1 1 2 0 - - - - 
M0319 1 97.1 92.7 97 276 276 1 1 2 0 flag(scrs) flag(time) - - 
M0553 7 72.7 74.2 91.2 985.5 1596.5 1.9 2 3 0 - - - - 
M0334 1 64.2 68 80.8 1449 1449 1 1 2 0 - - - - 
M1012 2 62.9 66.4 68.8 357 482 1 1 5 0 - - - - 
M0544 1 64.4 74 71.9 1728 1728 1 1 2 0 - - - - 
M0582 1 72.5 74.8 84.5 2385 2385 1 1 3 0 - - - - 
M1321 4 63.9 75.5 94.2 1746 3098.8 1 1 9 0 - - - - 
M0003 2 70.3 70.9 89.7 771 946.5 1 1 3 0 - - - - 
M0675 1 57.3 53.3 74.8 7121 7121 1 1 2 0 flag(scrs) - - - 
M0442 1 65.4 63.8 91.9 2658 2658 1 1 2 0 flag(scrs) - - - 
M0574 1 80.1 78.8 81.8 2240 2240 1 1 2 0 flag(scrs) - - - 
M1125 1 83.8 83.2 91.5 3872 3872 1 1 2 0 flag(scrs) - - - 
M0343 5 71.4 77.7 92.9 396 1039.7 2 3 2 0 - - - - 
M0171 1 77.2 96.5 98.7 2646 2646 1 1 12 0 - - flag(seq) - 
M0137 1 42.1 33.8 98.3 1012 1012 1 1 2 0 flag(scrs) - - - 
M0577 1 70.9 94.8 99.3 4404 4404 1 1 12 0 - - flag(seq) - 
M0170 13 47.8 60.5 94.2 1205.5 2825.3 1.3 2 4 0 - - - - 
M0729 2 62 71.8 93.8 968 2630 1 1 3 0 - - - - 
M0163 1 14.2 43.9 99.5 703 703 1 1 6 0 - - - - 
M1401 2 73.1 86 86.6 2092 2980 1 1 2 0 - - - - 
M0205 1 70.1 63.9 67 3314 3314 1 1 0 0 flag(scrs) - - - 
M0370 5 77.5 69.2 71.7 257 701.8 2 3 2 0 flag(scrs) flag(time) - - 
M1025 1 70.8 49 53.2 661 661 1 1 2 0 flag(scrs) - - - 
M1298 2 78.5 77.5 78.9 1203 2670.5 1.5 2 5 0 flag(scrs) - - - 
M0808 4 56.3 64.1 99.8 1089.5 1643.8 1.5 2 3 0 - - - - 
M0028 14 52.1 53.5 59.1 229.5 665.2 4.6 6 4 0 - flag(time) - - 
M1329 9 75.4 84.9 96.8 835 1476.7 1.7 2 4 0 - - - - 
M0117 1 9.9 45.3 43 5749 5749 1 1 19 0 - - flag(seq) - 
M0538 1 83.6 83.8 74.4 306 306 1 1 2 0 - - - - 
M0308 1 77.2 75.3 85.5 600 600 1 1 2 0 flag(scrs) - - - 
